WP, 14, 2002072406,   , BEST,   0, 211N, 1309E,  60,  980, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  20,   0,   0, 
WP, 14, 2002072412,   , BEST,   0, 206N, 1319E,  55,  984, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  20,   0,   0, 
WP, 14, 2002072418,   , BEST,   0, 205N, 1327E,  55,  984, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  20,   0,   0, 
WP, 14, 2002072500,   , BEST,   0, 207N, 1340E,  55,  984, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  20,   0,   0, 
WP, 14, 2002072506,   , BEST,   0, 219N, 1350E,  55,  984, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  20,   0,   0, 
WP, 14, 2002072512,   , BEST,   0, 234N, 1354E,  50,  987, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  25,   0,   0, 
WP, 14, 2002072518,   , BEST,   0, 246N, 1349E,  50,  987, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  25,   0,   0, 
WP, 14, 2002072600,   , BEST,   0, 258N, 1344E,  55,  984, TS,  34, NEQ,   40,   70,   70,   40,  995,   95,  25,   0,   0, 
WP, 14, 2002072606,   , BEST,   0, 270N, 1339E,  50,  987, TS,  34, NEQ,   55,   70,   70,   40,  995,   95,  25,   0,   0, 
WP, 14, 2002072612,   , BEST,   0, 282N, 1333E,  45,  991, TS,  34, NEQ,   55,   60,   60,   40,  996,   90,  25,   0,   0, 
WP, 14, 2002072618,   , BEST,   0, 294N, 1321E,  35,  997, TS,  34, NEQ,    0,    0,    0,    0,  998,  150,  25,   0,   0, 
WP, 14, 2002072700,   , BEST,   0, 304N, 1310E,  30, 1000, TD,  34, NEQ,    0,    0,    0,    0, 1001,  100,  25,   0,   0, 
WP, 14, 2002072706,   , BEST,   0, 310N, 1300E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
