WP, 07, 2004060818,   , BEST,   0, 205N, 1205E,  90,  954, TY,  34, NEQ,   65,   80,   80,   65,    0,    0,   0, 110,   0, 
WP, 07, 2004060900,   , BEST,   0, 211N, 1214E,  90,  954, TY,  34, NEQ,   65,   80,   80,   65,    0,    0,   0, 110,   0, 
WP, 07, 2004060906,   , BEST,   0, 223N, 1225E,  90,  954, TY,  34, NEQ,   65,   80,   80,   65,    0,    0,   0, 110,   0, 
WP, 07, 2004060912,   , BEST,   0, 235N, 1237E, 100,  944, TY,  34, NEQ,   70,   85,   85,   70,    0,    0,   0, 115,   0, 
WP, 07, 2004060918,   , BEST,   0, 247N, 1249E, 100,  944, TY,  34, NEQ,   65,   80,   80,   65,    0,    0,   0, 115,   0, 
WP, 07, 2004061000,   , BEST,   0, 259N, 1262E, 100,  944, TY,  34, NEQ,  100,   50,   50,  100,    0,    0,   0, 110,   0, 
WP, 07, 2004061006,   , BEST,   0, 271N, 1275E,  85,  958, TY,  34, NEQ,  100,   50,   50,  100,    0,    0,   0, 100,   0, 
WP, 07, 2004061012,   , BEST,   0, 283N, 1291E,  80,  963, TY,  34, NEQ,   85,   40,   40,   85, 1008,  115,  15,   0,   0, 
WP, 07, 2004061018,   , BEST,   0, 297N, 1306E,  65,  976, TY,  34, NEQ,   85,   40,   40,   85,    0,    0,   0,  75,   0, 
WP, 07, 2004061100,   , BEST,   0, 311N, 1322E,  55,  984, TS,  34, NEQ,   80,   35,   35,   80,    0,    0,   0,  70,   0, 
WP, 07, 2004061106,   , BEST,   0, 330N, 1339E,  45,  991, EX,  34, NEQ,   80,   35,   35,   80,    0,    0,   0,  50,   0, 
