WP, 12, 2002072406,   , BEST,   0, 284N, 1396E,  75,  967, TY,  34, NEQ,  180,  150,  150,  180,  996,  155,  25,   0,   0, 
WP, 12, 2002072412,   , BEST,   0, 286N, 1380E,  70,  972, TY,  34, NEQ,  180,  150,  150,  180,  996,  160,  25,   0,   0, 
WP, 12, 2002072418,   , BEST,   0, 290N, 1361E,  65,  976, TY,  34, NEQ,  180,  150,  150,  180,  996,  160,  25,   0,   0, 
WP, 12, 2002072500,   , BEST,   0, 294N, 1342E,  65,  976, TY,  34, NEQ,  190,  150,  130,  200,  996,  160,  25,   0,   0, 
WP, 12, 2002072506,   , BEST,   0, 300N, 1324E,  60,  980, TS,  34, NEQ,  175,  140,  140,  190,  996,  160,  25,   0,   0, 
WP, 12, 2002072512,   , BEST,   0, 305N, 1309E,  55,  984, TS,  34, NEQ,  180,  140,  140,  180,  996,  160,  30,   0,   0, 
WP, 12, 2002072518,   , BEST,   0, 311N, 1293E,  55,  984, TS,  34, NEQ,  150,  120,  120,  150,  996,  160,  30,   0,   0, 
WP, 12, 2002072600,   , BEST,   0, 317N, 1280E,  50,  987, TS,  34, NEQ,  140,  110,  110,  140,  996,  160,  30,   0,   0, 
WP, 12, 2002072606,   , BEST,   0, 324N, 1268E,  45,  991, TS,  34, NEQ,  130,  100,  100,  130,  996,  160,  30,   0,   0, 
WP, 12, 2002072612,   , BEST,   0, 330N, 1257E,  45,  991, TS,  34, NEQ,  100,   70,   70,  100,  997,  150,  30,   0,   0, 
WP, 12, 2002072618,   , BEST,   0, 336N, 1245E,  35,  997, TS,  34, NEQ,    0,    0,    0,    0, 1001,  130,  30,   0,   0, 
WP, 12, 2002072700,   , BEST,   0, 342N, 1234E,  30, 1000, TD,  34, NEQ,    0,    0,    0,    0, 1001,  140,  30,   0,   0, 
WP, 12, 2002072706,   , BEST,   0, 349N, 1223E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
